@relation 'aVSDxiangliangdata_0.5_50: -C 11'

@attribute biaoqian1 numeric
@attribute biaoqian2 numeric
@attribute biaoqian3 numeric
@attribute biaoqian4 numeric
@attribute biaoqian5 numeric
@attribute biaoqian6 numeric
@attribute biaoqian7 numeric
@attribute biaoqian8 numeric
@attribute biaoqian9 numeric
@attribute biaoqian10 numeric
@attribute biaoqian11 numeric
@attribute weidu1 numeric
@attribute weidu2 numeric
@attribute weidu3 numeric
@attribute weidu4 numeric
@attribute weidu5 numeric
@attribute weidu6 numeric
@attribute weidu7 numeric
@attribute weidu8 numeric
@attribute weidu9 numeric
@attribute weidu10 numeric
@attribute weidu11 numeric
@attribute weidu12 numeric
@attribute weidu13 numeric
@attribute weidu14 numeric
@attribute weidu15 numeric
@attribute weidu16 numeric
@attribute weidu17 numeric
@attribute weidu18 numeric
@attribute weidu19 numeric
@attribute weidu20 numeric
@attribute weidu21 numeric
@attribute weidu22 numeric
@attribute weidu23 numeric
@attribute weidu24 numeric
@attribute weidu25 numeric
@attribute weidu26 numeric
@attribute weidu27 numeric
@attribute weidu28 numeric
@attribute weidu29 numeric
@attribute weidu30 numeric
@attribute weidu31 numeric
@attribute weidu32 numeric
@attribute weidu33 numeric
@attribute weidu34 numeric
@attribute weidu35 numeric
@attribute weidu36 numeric
@attribute weidu37 numeric
@attribute weidu38 numeric
@attribute weidu39 numeric
@attribute weidu40 numeric
@attribute weidu41 numeric
@attribute weidu42 numeric
@attribute weidu43 numeric
@attribute weidu44 numeric
@attribute weidu45 numeric
@attribute weidu46 numeric
@attribute weidu47 numeric
@attribute weidu48 numeric
@attribute weidu49 numeric
@attribute weidu50 numeric

@data
0,0,0,0,1,0,0,0,0,0,0,3.783706,-0.255339,0.12049,-0.124162,-0.166171,-0.001115,-0.036874,-0.022267,0.065003,-0.017174,0.031107,0.073772,0.022239,0.016342,-0.027434,-0.001786,-0.011449,0.005431,-0.002518,-0.008677,-0.021014,0.003163,-0.004104,0.018955,0.005953,-0.016467,0.026601,0.003637,0.016048,0.001418,-0.006951,0.010413,0.0059,0.016919,0.007886,0.000703,0.002578,-0.056726,-0.019239,-0.017704,-0.007026,0.014353,-0.004666,-0.00029,-0.011447,0.00907,0.004826,0.006302,0.014516,-0.010657
0,0,0,0,1,0,0,0,0,0,0,3.703908,0.258077,-0.346402,-0.344913,-0.712297,-0.359211,-0.06039,0.030758,0.096329,-0.170056,0.08026,0.208514,-0.196496,-0.039071,-0.024658,0.017914,0.006721,0.298061,-0.010033,0.105044,-0.042926,-0.010036,0.059415,-0.019652,-0.082841,0.246768,0.062594,0.331286,0.079811,-0.132949,0.260675,-0.004958,-0.276016,0.076507,0.033398,-0.324713,-0.155566,-0.055223,-0.0319,-0.114633,0.101248,-0.155974,0.053028,-0.111893,-0.232534,0.18258,0.166092,-0.085997,0.085496,0.079258
0,0,0,0,0,0,0,0,0,0,1,3.772369,-0.173387,0.193215,-0.069862,-0.091762,-0.017362,-0.084061,-0.023985,0.065758,-0.041332,0.048896,0.045293,-0.003946,0.063094,-0.095853,-0.0224,0.018121,-0.012112,0.044842,-0.074696,0.050436,0.007059,0.103621,0.086809,0.005119,-0.009173,-0.05504,0.003283,-0.023692,0.095699,0.096179,0.043011,-0.020311,-0.071504,-0.023207,-0.028859,-0.030368,-0.045929,-0.00551,0.112988,-0.074786,-0.025288,-0.076294,0.009479,-0.010323,0.001387,-0.064286,-0.025266,-0.056978,-0.019811
0,0,0,0,0,0,0,0,0,1,0,3.759258,-0.074196,0.224887,-0.022971,-0.132553,0.094991,-0.214863,0.011422,0.028798,-0.033987,0.007047,0.145809,-0.125743,0.0133,-0.064248,-0.095441,0.064497,0.044499,0.0033,0.0998,-0.035785,0.123175,0.026387,-0.089045,-0.241317,0.017142,-0.107463,0.087255,-0.04245,0.130885,0.112809,0.15488,-0.107266,-0.105572,0.133956,-0.206479,-0.095595,0.009025,0.13993,0.001565,0.138186,0.101787,-0.10645,-0.093674,0.055342,0.331822,-0.037982,0.02438,0.002036,0.081981
0,0,0,0,0,0,0,0,0,1,0,3.772218,-0.265479,0.168631,-0.025436,-0.129231,-0.070908,-0.029214,-0.068975,0.085245,0.046537,-0.035761,0.003545,-0.008698,-0.057002,0.126658,-0.013397,-0.011537,0.281008,0.356426,-0.244249,0.352331,-0.073709,0.479868,0.182784,-0.080851,-0.363996,-0.8249,0.076634,-0.197618,-0.326871,-0.293114,-0.533721,-0.191307,0.089664,-0.030862,-0.196177,0.050378,0.016401,0.120223,-0.399168,0.013405,-0.186347,0.307096,0.090858,-0.027701,0.034939,-0.082024,0.20266,-0.017792,0.030173
0,0,0,0,0,0,0,0,0,1,0,3.773571,-0.290014,0.142591,0.009738,-0.185114,-0.074533,-0.076627,-0.052683,0.118109,0.085608,-0.113591,-0.062887,-0.042092,-0.055844,0.170987,0.02349,0.005226,0.358147,0.446013,-0.216263,0.328257,-0.0749,0.509665,0.187868,0.013077,-0.398746,-0.83309,0.042363,-0.181718,-0.36035,-0.351418,-0.581983,-0.304568,0.099499,-0.075458,-0.170174,0.086017,0.040416,0.136126,-0.405751,0.072881,-0.190359,0.235504,0.095065,0.025677,0.003455,-0.063958,0.184813,-0.006244,0.08037
0,0,0,0,0,0,0,0,0,1,0,3.778037,-0.246329,0.09768,-0.024037,-0.168277,0.011264,-0.019313,-0.047522,0.070473,-0.037693,0.004268,0.097341,0.033538,0.001184,0.011672,-0.041686,-0.043086,0.053098,0.075543,-0.071712,0.149722,-0.0656,0.032065,-0.019024,-0.033774,-0.069484,-0.050989,-0.082299,0.038717,-0.034977,-0.01153,-0.081013,0.038758,0.045593,0.007849,-0.045189,-0.0117,-0.066307,-0.085745,0.041054,-0.083022,0.059433,-0.074979,0.104837,-0.035842,0.021408,0.10195,-0.067124,0.030052,-0.092823
0,0,0,0,0,0,0,0,0,1,0,3.775339,-0.218072,0.089952,0.008906,-0.213227,0.052823,-0.036373,-0.007883,0.0265,-0.027864,0.004497,0.123323,0.06185,0.076143,-0.051479,-0.043954,0.054067,0.046617,0.034868,-0.013316,0.024132,0.010999,0.000492,0.008623,-0.101805,0.008439,0.081901,-0.023041,-0.006813,0.042922,0.16186,0.084161,0.009362,0.01493,0.04723,-0.140587,0.026359,-0.145904,0.108375,0.029747,0.112597,-0.059143,0.18279,0.174734,0.061386,-0.085423,-0.017707,-0.097661,-0.03283,0.224582
0,0,0,0,0,0,0,0,0,1,0,3.771106,-0.180827,0.070121,0.072277,-0.238376,0.064901,-0.035824,0.0053,0.025765,-0.029379,0.008612,0.147814,0.055233,0.090653,-0.067235,-0.032742,0.076868,0.039332,0.014076,-0.004169,0.054963,0.016468,-0.022435,0.024796,-0.101604,-0.06478,0.110719,-0.025686,-0.006424,0.064011,0.124177,0.084212,-0.012648,-0.008554,0.037737,-0.089758,0.018901,-0.100968,0.066888,-0.031325,0.076741,-0.050719,0.197369,0.15045,0.051769,-0.059568,0.012656,-0.077303,-0.017752,0.183647
0,0,0,0,0,0,0,0,0,1,0,3.776901,-0.228321,0.08923,-0.011859,-0.194414,0.048115,-0.026746,-0.014366,0.032425,-0.023199,0.009039,0.114098,0.04666,0.056425,-0.047286,-0.030964,0.037912,0.031893,0.027765,-0.004871,0.022036,0.008408,-0.00277,0.008814,-0.079927,0.001678,0.071632,-0.017886,0.00446,0.04447,0.129621,0.058647,0.010849,0.014086,0.02739,-0.113292,0.019537,-0.122668,0.088714,0.032855,0.093995,-0.048033,0.146043,0.159797,0.059307,-0.071334,-0.022924,-0.087812,-0.004286,0.175807
0,0,0,0,0,0,0,0,0,1,0,3.751046,-0.031597,0.029215,0.328477,-0.264488,0.020781,0.007913,0.09522,0.061133,-0.003214,0.113587,0.142445,0.064088,0.037423,-0.120828,-0.027575,0.052797,0.011506,0.050155,-0.112472,0.000987,-0.018465,0.055855,0.042279,-0.060187,-0.003063,0.034585,-0.056697,0.020549,0.138289,0.067813,0.081129,0.01377,-0.012965,0.077905,-0.098189,-0.004923,-0.141779,0.095362,0.049915,0.104567,-0.036553,0.090907,0.120693,0.057263,-0.075613,-0.038386,-0.069978,-0.048739,0.089983
0,0,0,0,0,0,0,1,0,0,0,3.761378,-0.139052,0.107709,0.097258,-0.146155,0.055804,-0.078694,-0.022879,0.094218,0.036637,-0.02511,0.145965,-0.201081,-0.064856,0.087123,0.260326,0.036299,-0.038658,-0.253645,0.093279,0.470475,0.17401,-0.359899,0.48537,-0.084793,-0.692232,0.518236,-0.173375,-0.076018,0.062456,-0.16603,0.071201,-0.115058,-0.405225,0.036651,0.115264,-0.00207,0.294251,-0.182991,-0.651601,-0.17599,-0.173432,0.217173,-0.022802,0.403814,-0.126323,0.214295,-0.081962,0.217596,0.034594
0,0,0,0,1,0,0,0,0,0,0,3.656717,0.512201,-0.701273,-1.217738,-0.80964,-0.6467,-0.32979,-0.123907,0.006787,-0.291353,0.191066,0.345343,-0.204799,-0.230267,0.008246,0.099286,-0.03209,0.078067,-0.215049,0.022379,-0.309558,-0.1221,-0.065787,-0.111909,0.075792,-0.390422,0.051822,0.000816,0.025352,0.029985,-0.028461,-0.093278,-0.113893,0.086051,-0.341387,-0.48658,-0.047085,-0.094245,-0.390685,0.093449,0.314872,-0.201031,-0.011431,-0.215907,-0.120362,0.410088,-0.096098,0.302658,0.038486,-0.413224
0,0,0,0,0,0,0,1,0,0,0,3.752209,-0.024884,0.353471,-0.095134,-0.013728,0.062961,-0.163945,-0.039632,0.05478,0.016546,-0.023523,0.090425,-0.088771,-0.041302,0.020229,-0.058817,-0.156238,-0.070361,0.008062,0.012085,0.187353,-0.07173,0.020391,-0.188856,0.06272,0.01806,-0.181726,0.076696,-0.025363,0.094134,0.070502,0.104028,-0.110305,-0.21385,-0.091696,0.01716,-0.260704,0.105598,0.033261,0.196428,-0.307016,0.120597,-0.133609,-0.111504,-0.101702,0.201334,-0.161949,-0.054372,-0.326815,-0.079705
0,0,0,0,0,0,0,0,1,0,0,3.745642,-0.192628,0.22158,0.175062,-0.014017,-0.258085,-0.144376,0.210425,-0.049759,0.647436,-0.127175,-0.22003,0.238738,-0.343514,0.416278,0.336845,0.384088,0.419122,-0.243831,0.29682,-0.407988,-0.540735,0.141494,0.011243,-0.087852,-0.288606,-0.4451,-0.079146,0.103058,0.025962,-0.119063,0.355009,0.584491,-0.145987,0.207731,0.149036,-0.190053,0.329362,0.117519,0.058278,0.099212,-0.111643,0.007346,0.209155,-0.383909,0.433251,0.159464,-0.100693,0.342802,-0.059571
0,0,0,0,0,0,0,0,1,0,0,3.767894,-0.29263,0.116798,0.109498,-0.163237,-0.181494,-0.087931,0.143713,0.006731,0.42208,-0.07447,-0.155745,0.18984,-0.195469,0.274359,0.213552,0.314076,0.334049,-0.099766,0.227351,-0.387731,-0.394936,0.132636,0.098267,-0.06708,-0.218596,-0.314033,-0.092409,0.125929,0.023381,-0.156081,0.306735,0.503941,-0.116927,0.112136,0.130634,-0.074476,0.259226,0.084435,-0.003059,0.061966,-0.13427,0.053601,0.200412,-0.313955,0.398866,0.143291,-0.064491,0.27053,-0.062826
0,0,0,1,0,0,0,0,0,0,0,3.697164,0.349576,0.047995,-0.631053,-0.164061,0.216386,0.42336,-0.153966,0.542294,0.495691,0.025908,-0.027201,-0.103585,0.349399,-0.201893,0.066325,0.025796,-0.203024,0.005423,0.047656,-0.10859,-0.149543,0.163452,0.053005,0.692872,0.249028,-0.089567,-0.061888,-0.27284,0.038928,0.038083,-0.206543,0.452669,-0.276246,-0.249657,0.063616,-0.171751,-0.09232,-0.088321,-0.142348,0.038601,0.340673,0.209138,0.035938,0.400685,0.34158,0.293661,0.380079,-0.217409,0.045777
0,0,0,0,0,1,0,0,0,0,0,3.740623,0.003362,-0.033571,-0.205612,-0.354895,-0.006931,0.069389,-0.031785,-0.133234,-0.04976,0.014867,0.049104,0.096441,0.050096,0.006857,0.022235,0.079355,0.081672,-0.033426,0.012518,-0.053575,0.077507,0.034402,0.040416,-0.174442,-0.075566,0.006947,-0.021162,0.012461,-0.08601,0.10562,0.241099,0.000951,0.085604,0.000937,-0.107694,-0.068081,-0.048941,0.265217,0.077524,0.190448,-0.024489,0.104899,0.109454,0.09265,-0.060926,-0.057568,-0.236579,-0.14716,0.042855
1,0,0,0,0,0,0,0,0,0,0,3.749184,0.014866,-0.035065,0.41213,-0.448594,0.143324,-0.058951,0.082522,-0.175475,-0.17544,-0.083833,0.321813,0.08622,0.275451,-0.083705,-0.42178,0.127158,0.193713,-0.026327,0.297563,0.070097,-0.084195,-0.079159,-0.301137,0.10617,0.021901,-0.009726,0.051454,0.238752,-0.119403,-0.065314,-0.222164,0.005725,-0.155369,0.111944,0.269977,-0.118756,-0.176659,-0.219346,-0.100087,-0.025755,-0.065718,0.134919,-0.038214,-0.060229,-0.062298,0.016139,0.090683,0.125671,-0.015806
0,0,0,0,0,0,0,0,0,0,1,3.746156,-0.033553,-0.155812,0.005378,-0.459596,-0.132464,0.092965,0.003452,0.02991,-0.059192,0.027538,-0.021426,0.000349,0.006752,-0.105511,0.001375,-0.046589,-0.034453,-0.073107,-0.118095,0.048882,0.068284,0.073525,-0.033341,-0.088098,0.00578,-0.023605,0.009758,-0.024704,-0.045315,0.044571,0.112036,0.020029,0.043215,-0.068418,0.089429,0.015168,-0.018413,0.070963,0.042863,-0.017318,0.08296,-0.06496,0.00689,0.11941,-0.030363,0.05182,-0.114895,0.03208,-0.175472
0,0,0,0,1,0,0,0,0,0,0,3.739433,0.030975,0.427399,-0.084051,0.178466,-0.05499,-0.093763,-0.240043,0.039647,-0.091323,-0.032731,0.045277,-0.281627,-0.210238,0.128376,-0.059393,-0.108578,0.258191,0.335752,-0.410442,0.177262,-0.132986,0.177576,-0.204142,-0.069184,0.125611,0.289976,0.049115,0.221342,-0.226202,-0.041568,0.381067,0.081286,-0.07185,-0.093166,0.256918,0.001797,-0.009056,-0.406203,0.136815,0.144633,0.046481,0.035847,0.245025,0.153741,-0.002516,-0.142635,-0.099865,0.080785,0.174434
0,0,0,0,1,0,0,0,0,0,0,3.771909,-0.16112,0.195054,-0.092513,-0.122088,0.03962,-0.103845,0.014474,0.044781,-0.000825,0.032163,0.062158,-0.006076,0.017189,-0.038726,-0.012028,0.041861,0.048932,0.048613,-0.000934,-0.033237,0.021673,0.054448,0.054544,-0.048461,0.043105,0.032854,0.005539,0.021788,0.024041,0.07697,0.054363,0.040556,0.004462,-0.012199,0.003009,-0.026099,-0.121048,-0.009977,0.008661,0.138396,0.096842,-0.021603,-0.038594,0.022195,-0.072221,-0.101762,0.077578,-0.019521,0.156224
0,0,1,0,0,0,0,0,0,0,0,3.755868,-0.032125,0.263497,-0.017754,-0.07084,0.046005,-0.165485,0.018039,-0.019866,-0.037178,-0.016648,0.043181,0.09766,0.037923,-0.05245,-0.090885,-0.10606,-0.07429,-0.122041,-0.037864,0.061277,-0.089889,0.022459,-0.10144,0.175305,-0.103997,-0.003314,-0.005789,-0.001601,0.074723,-0.09331,0.064767,-0.125679,0.032578,0.022684,0.011957,0.033409,0.108021,0.017966,0.08224,-0.053516,0.097959,-0.013605,0.005097,-0.060715,-0.069881,0.000815,-0.085412,-0.031898,0.088491
0,0,1,0,0,0,0,0,0,0,0,3.777163,-0.241659,0.110588,-0.009937,-0.167516,-0.02557,-0.071619,0.049338,0.079769,-0.031199,0.138899,0.035708,0.047989,0.023051,0.071291,-0.063278,0.081083,-0.056707,0.023358,-0.013135,-0.055392,0.105658,-0.018865,-0.073949,0.038806,0.020464,-0.040454,0.104532,0.033061,0.009431,-0.047563,0.061074,-0.080454,-0.002641,-0.010565,-0.021422,-0.02964,0.021171,-0.045667,-0.031713,0.060765,0.029301,-0.010737,-0.030914,0.036773,0.077611,-0.020008,-0.003273,-0.104926,-0.018506
0,0,0,0,1,0,0,0,0,0,0,3.775771,-0.227204,0.096184,0.019177,-0.176016,-0.02131,-0.016096,0.00601,0.148975,-0.0564,0.147224,0.113177,-0.037706,-0.053936,0.125549,-0.050743,-0.05084,-0.001697,0.182011,-0.115545,0.008343,0.015737,-0.000679,-0.04882,0.017871,0.106335,0.106672,0.008998,0.03292,-0.046667,0.004994,0.017756,0.037401,-0.0352,0.024785,0.095974,0.033131,0.001588,-0.021816,0.013979,-0.002075,0.034604,0.077181,-0.036244,0.016385,-0.02695,0.027016,-0.072414,0.010084,0.046372
0,0,0,0,1,0,0,0,0,0,0,3.779094,-0.220937,0.103586,-0.035913,-0.190472,0.026067,-0.052472,-0.01911,0.089222,-0.023169,0.004064,0.114147,-0.037702,0.032065,-0.012242,0.001966,-0.054772,0.015539,0.008884,0.003618,0.020459,0.02692,0.02042,0.029298,0.029779,0.063341,0.001654,0.001674,-0.026262,-0.140687,0.229776,0.198194,-0.044808,-0.076133,-0.123834,-0.05133,-0.117799,0.103424,-0.115079,0.024593,-0.062101,-0.023143,0.000665,0.018382,-0.184523,-0.021356,-0.035764,0.060921,-0.004652,-0.017094
0,0,0,0,0,1,0,0,0,0,0,3.783636,-0.255335,0.119168,-0.09816,-0.152673,0.013633,-0.042385,-0.024139,0.064753,-0.015268,0.02613,0.067886,0.026144,0.027125,-0.035664,-0.006511,-0.00995,-0.015987,-0.007641,-0.019438,-0.013935,0.008435,0.009771,0.02782,-0.010684,-0.00774,0.014858,-0.003066,0.019878,0.013657,-0.012719,0.027775,0.003355,0.011967,0.012894,0.01354,0.016179,-0.043268,0.004766,-0.003262,-0.012666,0.018633,-0.02899,0.025372,-0.016507,-0.026859,-0.003982,-0.003564,0.01667,-0.00471
0,0,0,0,0,0,0,0,0,0,1,3.78187,-0.255965,0.118636,-0.071904,-0.162473,0.001033,-0.04084,-0.019895,0.071893,-0.017337,0.019955,0.044734,0.026747,0.012854,-0.04329,-0.017226,-0.058933,-0.024895,0.004476,-0.056093,0.002354,0.016608,0.033174,0.021242,-0.017534,0.00119,0.011336,0.021183,0.01011,-0.002756,-0.010624,0.021123,0.007561,0.008456,0.018187,0.00268,0.026602,-0.06249,-0.013348,-0.008783,-0.033653,0.039263,-0.012993,0.001459,0.001534,-0.003862,0.017155,-0.005982,0.049736,-0.082864
1,0,0,0,0,0,0,0,0,0,0,3.667713,0.512924,-0.185652,0.089067,-0.189362,0.267694,-0.21713,-0.119425,-0.361645,-0.212681,-0.153848,0.332759,0.826094,0.129867,0.261866,-0.330725,-0.282475,0.152524,-0.205794,-0.053129,0.216982,-0.057343,0.250747,-0.01111,0.600472,0.039094,0.129332,-0.053912,0.088844,-0.032349,-0.274233,0.296359,0.105077,0.289637,0.259028,-0.030074,0.404048,0.658317,0.145191,0.139144,-0.268897,-0.157619,-0.299216,0.183535,0.304044,-0.055634,-0.120416,-0.254168,-0.150457,0.24825
0,0,0,0,0,0,0,0,0,1,0,3.769132,-0.185422,0.204933,-0.058058,-0.095625,-0.009471,-0.07912,-0.040899,0.077571,0.038067,-0.012743,0.070217,-0.014995,-0.051311,0.05862,-0.000478,-0.051132,0.101,0.101534,-0.071643,0.174678,-0.029078,0.133666,-0.052817,0.015074,-0.107223,-0.269336,0.112277,-0.050163,0.009054,0.001954,-0.139627,-0.222836,-0.019493,0.066485,-0.053308,-0.203663,0.024483,0.124731,-0.010938,-0.102875,0.073076,-0.05297,0.016595,-0.077768,-0.100575,-0.066191,0.052036,-0.081021,0.056224
0,0,0,0,0,0,0,0,0,0,1,3.767429,-0.145921,0.094314,-0.270241,-0.217599,-0.11723,-0.048542,-0.046022,0.05937,-0.063796,0.055017,-0.0126,0.024364,-0.026931,-0.008351,0.041054,-0.060476,-0.021938,-0.067449,0.002139,0.10737,-0.114202,-0.066094,0.012262,-0.079702,0.002583,0.040248,0.069765,0.099637,-0.036581,0.030422,0.019929,0.018683,0.062402,0.059515,-0.107127,0.005421,-0.001599,-0.13831,0.004038,0.014716,0.136289,0.062034,0.010039,-0.098722,0.135717,0.083401,-0.012224,-0.081347,0.020473
0,0,0,0,0,0,0,0,0,1,0,3.7742,-0.222702,0.079289,0.042589,-0.160401,-0.052618,0.001757,-0.036674,0.123239,0.030645,0.001833,0.126193,-0.011212,0.027492,-0.032158,0.002522,-0.010503,-0.042323,0.105306,-0.04318,0.105427,-0.022629,0.171455,0.15191,0.06178,0.012791,-0.055212,-0.03579,0.047849,0.123222,0.094679,0.026004,0.167922,0.029903,-0.024289,-0.032599,-0.0776,-0.157226,-0.053909,0.082838,-0.103873,0.157062,-0.176525,-0.12634,0.117726,0.058007,-0.034857,-0.023617,-0.087426,-0.134671
0,0,0,0,0,0,0,0,0,1,0,3.738715,0.044089,0.24912,0.181444,-0.022765,-0.079705,0.069646,-0.090754,0.177598,-0.016122,-0.009292,0.135368,-0.042361,0.029294,-0.041728,0.014969,-0.102761,-0.115617,0.079546,-0.143374,0.269566,-0.134611,0.177963,0.081207,0.178612,0.01734,-0.161247,-0.06831,-0.046618,0.212824,0.113773,0.068993,0.219033,-0.044203,-0.097255,-0.041102,-0.155592,-0.191578,-0.112886,0.178749,-0.025733,0.109574,-0.233851,-0.114208,0.186692,0.152886,0.013535,0.064935,-0.084968,-0.283132
0,0,0,0,1,0,0,0,0,0,0,3.722869,0.088872,-0.530586,-0.760319,-0.826321,-0.485637,-0.02073,-0.017727,0.081407,-0.156562,0.192781,0.047643,-0.057331,-0.025373,-0.123609,-0.010994,0.079121,0.244532,-0.186535,0.140443,0.029371,0.02787,-0.073807,-0.015965,-0.10414,-0.065817,0.026397,0.238362,-0.043779,-0.139979,0.024173,0.060542,-0.072605,0.136641,-0.030533,0.048984,-0.113442,-0.001756,-0.04838,-0.004568,0.057165,-0.023178,0.037963,-0.073006,0.101797,0.325741,0.105475,-0.198266,-0.049684,0.02986
0,0,0,0,0,0,0,0,0,0,1,3.780005,-0.249694,0.106546,-0.1087,-0.199238,-0.060833,-0.016015,-0.025683,0.056189,-0.034713,0.016711,0.002705,0.018198,0.022304,-0.040505,-0.020402,-0.080411,-0.028966,0.006466,0.063658,0.024625,0.018448,-0.007299,0.029259,-0.041137,0.030574,0.063128,0.049263,0.124727,0.051819,0.010105,-0.013855,0.133832,0.048401,0.148276,-0.059023,0.030743,-0.001611,-0.042003,-0.026577,-0.083335,-0.083336,-0.015941,0.088327,-0.096908,0.078187,0.04694,0.118507,-0.055925,0.034689
1,0,0,0,0,0,0,0,0,0,0,3.720464,0.137488,-0.164761,-0.302208,-0.331524,0.192004,0.244983,-0.132454,-0.333175,-0.022585,-0.056929,0.126794,0.791329,0.168732,0.211235,-0.026836,-0.079891,0.095051,0.105613,-0.12297,0.164982,0.029606,0.010032,0.216951,-0.222546,0.153164,0.081419,0.072483,-0.223838,0.060057,0.090962,0.148738,0.04771,0.179408,-0.118788,-0.072576,0.170413,0.312611,0.15767,0.139088,-0.0329,-0.230323,-0.086908,0.111657,0.319593,0.201037,0.116159,0.057719,-0.057744,-0.08481
0,0,0,0,0,0,0,1,0,0,0,3.770132,-0.150177,0.16674,-0.045296,-0.127116,0.059023,-0.094041,0.023145,0.059796,-0.016988,0.050936,0.083038,-0.00906,0.023305,-0.103447,0.00606,0.062233,-0.012095,-0.018487,-0.019801,0.031244,0.031888,-0.021825,0.122719,-0.002347,-0.07718,0.063727,-0.005773,-0.008392,0.033394,0.044406,-0.000292,-0.048055,-0.022157,-0.003125,0.002614,-0.002499,-0.05691,-0.028963,0.048222,0.030248,0.108314,0.007227,0.068754,-0.131357,0.073103,0.004629,0.035787,-0.064664,-0.043447
0,0,0,0,0,0,0,0,0,0,1,3.780427,-0.255709,0.117931,-0.045287,-0.163575,-0.022542,-0.016209,-0.041985,0.087977,-0.021604,0.025112,0.099284,0.012314,0.008165,-0.077664,-0.004059,-0.034992,0.020993,0.072769,-0.073297,0.02377,0.025111,0.072838,0.06158,-0.000098,-0.012733,-0.007993,-0.025496,0.029369,0.020921,0.038772,0.041056,0.021553,0.012272,0.043506,-0.013027,0.027935,-0.085821,-0.016876,0.084006,-0.110739,0.016289,-0.010245,0.008871,0.005154,-0.017073,0.008393,-0.09425,0.086292,-0.134718
0,0,0,0,0,0,0,1,0,0,0,3.778763,-0.223985,0.103297,-0.044014,-0.171977,0.044237,-0.07044,0.007089,0.080006,-0.009617,0.047639,0.094776,-0.001723,0.047541,-0.104678,0.001299,0.047282,-0.00195,0.012909,-0.020906,0.01731,0.035807,0.002513,0.0855,0.034939,-0.036894,0.054261,-0.012154,-0.012386,-0.01979,0.081166,0.037613,-0.015928,0.00689,0.015842,0.027107,0.025317,-0.030323,0.013982,0.033332,-0.038257,0.0895,0.026115,0.064669,-0.088101,0.063458,0.01841,0.023016,-0.033735,0.001898
0,0,0,0,1,0,0,0,0,0,0,3.683453,0.461111,-0.163113,-0.357396,-0.549959,-0.191458,-0.116179,0.012537,0.066561,-0.159018,0.069541,0.411701,-0.259018,-0.049206,-0.003071,-0.04339,0.015354,0.225434,-0.108599,0.228824,-0.122432,0.040248,0.024621,-0.111128,-0.131231,0.153718,-0.043497,0.280738,0.101457,-0.095591,0.127703,-0.031658,-0.284055,0.086774,0.034188,-0.279746,-0.235791,0.012246,-0.128402,-0.098281,0.002459,-0.031731,0.000718,-0.268522,-0.16371,0.615196,0.22379,-0.226574,0.11002,0.019637
0,0,0,0,1,0,0,0,0,0,0,3.737617,0.02317,0.384863,0.102352,0.024571,-0.155314,-0.241931,-0.194725,0.143652,-0.104157,-0.241773,-0.230744,-0.316271,-0.126601,0.153995,-0.124388,-0.240461,0.194712,0.287471,-0.370498,0.148741,-0.368594,0.05696,-0.179306,-0.088125,0.274716,0.366175,-0.125403,-0.16082,-0.44692,0.041334,0.259739,0.043243,-0.271936,0.013799,0.38673,0.29045,-0.037355,-0.104049,0.019916,0.021585,-0.083744,0.100995,0.04722,0.288887,0.186693,0.056072,-0.272603,-0.059887,-0.034373
0,0,0,0,0,0,0,1,0,0,0,3.777736,-0.221502,0.097578,-0.026052,-0.169056,0.037945,-0.089532,0.025743,0.070579,-0.012113,0.071866,0.066593,0.013127,0.046605,-0.144854,-0.015366,0.082253,0.010305,0.020152,-0.041317,0.021101,0.039826,0.014343,0.102639,0.017252,-0.043912,0.061678,-0.003197,-0.010602,-0.004222,0.062273,0.049437,-0.059133,-0.000591,0.017311,0.025219,0.037873,-0.027434,0.003499,0.036214,-0.034512,0.06658,0.021101,0.07329,-0.107246,0.094191,-0.009468,0.006915,-0.043191,-0.006126
0,1,0,0,0,0,0,0,0,0,0,3.772708,-0.170609,0.083715,0.036473,-0.234975,0.079264,-0.180733,0.026306,0.018251,-0.069855,0.006562,0.100877,0.009502,0.101749,-0.148115,-0.169051,0.054324,-0.033466,-0.067424,0.11184,-0.056925,0.149024,0.044868,-0.003048,-0.046845,-0.053542,-0.022243,0.05141,0.019328,-0.090958,0.001668,0.07244,-0.114604,-0.113738,0.128466,0.100919,0.105839,0.104058,0.042265,0.029819,-0.035356,0.137998,-0.009959,-0.042873,-0.060978,0.222307,-0.05532,0.053071,0.000097,-0.009396
0,0,1,0,0,0,0,0,0,0,0,3.238309,3.006894,0.509617,-1.319182,1.062963,-0.272099,-1.366102,1.345338,-0.609148,-0.131572,1.206082,-1.42348,0.124033,0.219356,-1.279973,0.044822,0.860435,0.624981,0.515297,-0.277886,-0.438018,0.21359,0.100304,0.728951,-0.215311,-0.11777,0.168315,-0.112848,-0.290019,0.461765,0.242367,-0.176793,-0.545284,-0.605057,-0.114428,-0.032455,0.524828,-0.592813,0.487336,0.28015,-0.067845,-0.312695,-0.108188,0.676202,0.075729,-0.13915,-0.485544,-0.477277,0.108281,0.909327
